time	visibility	uvIndex	precipIntensity	dewPoint	cloudCover	icon	precipType
2017-12-02 04:45:00-05:00	10.0	0.0	0.0	28.585	0.0	clear-night	
2017-12-02 05:00:00-05:00	10.0	0.0	0.0	28.57	0.0	clear-night	
2017-12-02 05:15:00-05:00	10.0	0.0	0.0	28.5675	0.0	clear-night	
2017-12-02 05:30:00-05:00	10.0	0.0	0.0	28.565	0.0	clear-night	
2017-12-02 05:45:00-05:00	10.0	0.0	0.0	28.5625	0.0	clear-night	
2017-12-02 06:00:00-05:00	10.0	0.0	0.0	28.56	0.0	clear-night	
2017-12-02 06:15:00-05:00	10.0	0.0	0.0	28.545	0.0	clear-night	
2017-12-02 06:30:00-05:00	10.0	0.0	0.0	28.53	0.0	clear-night	
2017-12-02 06:45:00-05:00	10.0	0.0	0.0	28.515	0.0	clear-night	
2017-12-02 07:00:00-05:00	10.0	0.0	0.0	28.5	0.0	clear-night	
2017-12-02 07:15:00-05:00	10.0	0.0	0.0	28.47	0.01	clear-night	
2017-12-02 07:30:00-05:00	10.0	0.0	0.0	28.44	0.02	clear-night	
2017-12-02 07:45:00-05:00	10.0	0.0	0.0	28.41	0.03	clear-night	
2017-12-02 08:00:00-05:00	10.0	0.0	0.0	28.38	0.04	clear-day	
2017-12-02 08:15:00-05:00	10.0	0.25	0.0	28.3475	0.05	clear-day	
2017-12-02 08:30:00-05:00	10.0	0.5	0.0	28.315	0.06	clear-day	
2017-12-02 08:45:00-05:00	10.0	0.75	0.0	28.2825	0.07	clear-day	
2017-12-02 09:00:00-05:00	10.0	1.0	0.0	28.25	0.08	clear-day	
2017-12-02 09:15:00-05:00	10.0	1.0	0.0	28.2625	0.095	clear-day	
2017-12-02 09:30:00-05:00	10.0	1.0	0.0	28.275	0.11	clear-day	
2017-12-02 09:45:00-05:00	10.0	1.0	0.0	28.2875	0.125	clear-day	
2017-12-02 10:00:00-05:00	10.0	1.0	0.0	28.3	0.14	clear-day	
2017-12-02 10:15:00-05:00	10.0	1.0	0.0	28.3925	0.1525	clear-day	
2017-12-02 10:30:00-05:00	10.0	1.0	0.0	28.485	0.165	clear-day	
2017-12-02 10:45:00-05:00	10.0	1.0	0.0	28.5775	0.1775	clear-day	
2017-12-02 11:00:00-05:00	10.0	1.0	0.0	28.67	0.19	clear-day	
2017-12-02 11:15:00-05:00	10.0	1.0	0.0	28.82	0.2025	clear-day	
2017-12-02 11:30:00-05:00	10.0	1.0	0.0	28.97	0.215	clear-day	
2017-12-02 11:45:00-05:00	10.0	1.0	0.0	29.12	0.2275	clear-day	
2017-12-02 12:00:00-05:00	10.0	1.0	0.0	29.27	0.24	clear-day	
2017-12-02 12:15:00-05:00	10.0	1.0	0.0	29.3925	0.2625	clear-day	
2017-12-02 12:30:00-05:00	10.0	1.0	0.0	29.515	0.285	clear-day	
2017-12-02 12:45:00-05:00	10.0	1.0	0.0	29.6375	0.3075	clear-day	
2017-12-02 13:00:00-05:00	10.0	1.0	0.0	29.76	0.33	partly-cloudy-day	
2017-12-02 13:15:00-05:00	10.0	1.0	0.0	29.845	0.3675	partly-cloudy-day	
2017-12-02 13:30:00-05:00	10.0	1.0	0.0	29.93	0.405	partly-cloudy-day	
2017-12-02 13:45:00-05:00	10.0	1.0	0.0	30.015	0.4425	partly-cloudy-day	
2017-12-02 14:00:00-05:00	10.0	1.0	0.0	30.1	0.48	partly-cloudy-day	
2017-12-02 14:15:00-05:00	10.0	0.75	0.0	30.16	0.525	partly-cloudy-day	
2017-12-02 14:30:00-05:00	10.0	0.5	0.0	30.22	0.57	partly-cloudy-day	
2017-12-02 14:45:00-05:00	10.0	0.25	0.0	30.28	0.615	partly-cloudy-day	
2017-12-02 15:00:00-05:00	10.0	0.0	0.0	30.34	0.66	partly-cloudy-day	
2017-12-02 15:15:00-05:00	10.0	0.0	0.0	30.385	0.6975	partly-cloudy-day	
2017-12-02 15:30:00-05:00	10.0	0.0	0.0	30.43	0.735	partly-cloudy-day	
2017-12-02 15:45:00-05:00	10.0	0.0	0.0	30.475	0.7725	partly-cloudy-day	
2017-12-02 16:00:00-05:00	10.0	0.0	0.0	30.52	0.81	partly-cloudy-day	
2017-12-02 16:15:00-05:00	10.0	0.0	0.0	30.5425	0.8225	partly-cloudy-day	
2017-12-02 16:30:00-05:00	10.0	0.0	0.0	30.565	0.835	partly-cloudy-day	
2017-12-02 16:45:00-05:00	10.0	0.0	0.0	30.5875	0.8475	partly-cloudy-day	
2017-12-02 17:00:00-05:00	10.0	0.0	0.0	30.61	0.86	partly-cloudy-night	
2017-12-02 17:15:00-05:00	10.0	0.0	0.0	30.6175	0.865	partly-cloudy-night	
2017-12-02 17:30:00-05:00	10.0	0.0	0.0	30.625	0.87	partly-cloudy-night	
2017-12-02 17:45:00-05:00	10.0	0.0	0.0	30.6325	0.875	partly-cloudy-night	
2017-12-02 18:00:00-05:00	10.0	0.0	0.0	30.64	0.88	partly-cloudy-night	
2017-12-02 18:15:00-05:00	10.0	0.0	2.5e-05	30.605	0.885	partly-cloudy-night	rain
2017-12-02 18:30:00-05:00	10.0	0.0	5e-05	30.57	0.89	partly-cloudy-night	rain
2017-12-02 18:45:00-05:00	10.0	0.0	7.5e-05	30.535	0.895	partly-cloudy-night	rain
2017-12-02 19:00:00-05:00	10.0	0.0	0.0001	30.5	0.9	partly-cloudy-night	rain
2017-12-02 19:15:00-05:00	10.0	0.0	0.0001	30.4075	0.9075	partly-cloudy-night	rain
2017-12-02 19:30:00-05:00	10.0	0.0	0.0001	30.315	0.915	partly-cloudy-night	rain
2017-12-02 19:45:00-05:00	10.0	0.0	0.0001	30.2225	0.9225	partly-cloudy-night	rain
2017-12-02 20:00:00-05:00	10.0	0.0	0.0001	30.13	0.93	partly-cloudy-night	rain
2017-12-02 20:15:00-05:00	10.0	0.0	0.0001	29.9925	0.94	partly-cloudy-night	rain
2017-12-02 20:30:00-05:00	10.0	0.0	0.0001	29.855	0.95	partly-cloudy-night	rain
2017-12-02 20:45:00-05:00	10.0	0.0	0.0001	29.7175	0.96	partly-cloudy-night	rain
2017-12-02 21:00:00-05:00	10.0	0.0	0.0001	29.58	0.97	cloudy	rain
2017-12-02 21:15:00-05:00	10.0	0.0	0.0001	29.4825	0.9775	cloudy	rain
2017-12-02 21:30:00-05:00	10.0	0.0	0.0001	29.385	0.985	cloudy	rain
2017-12-02 21:45:00-05:00	10.0	0.0	0.0001	29.2875	0.9925	cloudy	rain
2017-12-02 22:00:00-05:00	10.0	0.0	0.0001	29.19	1.0	cloudy	rain
2017-12-02 22:15:00-05:00	10.0	0.0	7.5e-05	29.185	1.0	cloudy	rain
2017-12-02 22:30:00-05:00	10.0	0.0	5e-05	29.18	1.0	cloudy	rain
2017-12-02 22:45:00-05:00	10.0	0.0	2.5e-05	29.175	1.0	cloudy	rain
2017-12-02 23:00:00-05:00	10.0	0.0	0.0	29.17	1.0	cloudy	
2017-12-02 23:15:00-05:00	10.0	0.0	0.0	29.2075	1.0	cloudy	
2017-12-02 23:30:00-05:00	10.0	0.0	0.0	29.245	1.0	cloudy	
2017-12-02 23:45:00-05:00	10.0	0.0	0.0	29.2825	1.0	cloudy	
2017-12-03 00:00:00-05:00	10.0	0.0	0.0	29.32	1.0	cloudy	
2017-12-03 00:15:00-05:00	10.0	0.0	0.0	29.3825	1.0	cloudy	
2017-12-03 00:30:00-05:00	10.0	0.0	0.0	29.445	1.0	cloudy	
2017-12-03 00:45:00-05:00	10.0	0.0	0.0	29.5075	1.0	cloudy	
2017-12-03 01:00:00-05:00	10.0	0.0	0.0	29.57	1.0	cloudy	
2017-12-03 01:15:00-05:00	10.0	0.0	0.0	29.64	1.0	cloudy	
2017-12-03 01:30:00-05:00	10.0	0.0	0.0	29.71	1.0	cloudy	
2017-12-03 01:45:00-05:00	10.0	0.0	0.0	29.78	1.0	cloudy	
2017-12-03 02:00:00-05:00	10.0	0.0	0.0	29.85	1.0	cloudy	
2017-12-03 02:15:00-05:00	10.0	0.0	0.0	29.9575	1.0	cloudy	
2017-12-03 02:30:00-05:00	10.0	0.0	0.0	30.065	1.0	cloudy	
2017-12-03 02:45:00-05:00	10.0	0.0	0.0	30.1725	1.0	cloudy	
2017-12-03 03:00:00-05:00	10.0	0.0	0.0	30.28	1.0	cloudy	
2017-12-03 03:15:00-05:00	10.0	0.0	0.0	30.3175	1.0	cloudy	
2017-12-03 03:30:00-05:00	10.0	0.0	0.0	30.355	1.0	cloudy	
2017-12-03 03:45:00-05:00	10.0	0.0	0.0	30.3925	1.0	cloudy	
2017-12-03 04:00:00-05:00	10.0	0.0	0.0	30.43	1.0	cloudy	
2017-12-03 04:15:00-05:00	10.0	0.0	0.0	30.385	1.0	cloudy	
2017-12-03 04:30:00-05:00	10.0	0.0	0.0	30.34	1.0	cloudy	
2017-12-03 04:45:00-05:00	10.0	0.0	0.0	30.295	1.0	cloudy	
2017-12-03 05:00:00-05:00	10.0	0.0	0.0	30.25	1.0	cloudy	
2017-12-03 05:15:00-05:00	10.0	0.0	0.0	30.1475	1.0	cloudy	
2017-12-03 05:30:00-05:00	10.0	0.0	0.0	30.045	1.0	cloudy	
2017-12-03 05:45:00-05:00	10.0	0.0	0.0	29.9425	1.0	cloudy	
2017-12-03 06:00:00-05:00	10.0	0.0	0.0	29.84	1.0	cloudy	
2017-12-03 06:15:00-05:00	10.0	0.0	0.0	29.75	1.0	cloudy	
2017-12-03 06:30:00-05:00	10.0	0.0	0.0	29.66	1.0	cloudy	
2017-12-03 06:45:00-05:00	10.0	0.0	0.0	29.57	1.0	cloudy	
2017-12-03 07:00:00-05:00	10.0	0.0	0.0	29.48	1.0	cloudy	
2017-12-03 07:15:00-05:00	10.0	0.0	0.0	29.4225	0.9575	cloudy	
2017-12-03 07:30:00-05:00	10.0	0.0	0.0	29.365	0.915	cloudy	
2017-12-03 07:45:00-05:00	10.0	0.0	0.0	29.3075	0.8725	cloudy	
2017-12-03 08:00:00-05:00	10.0	0.0	0.0	29.25	0.83	partly-cloudy-day	
2017-12-03 08:15:00-05:00	10.0	0.25	0.0	29.2075	0.775	partly-cloudy-day	
2017-12-03 08:30:00-05:00	10.0	0.5	0.0	29.165	0.72	partly-cloudy-day	
2017-12-03 08:45:00-05:00	10.0	0.75	0.0	29.1225	0.665	partly-cloudy-day	
2017-12-03 09:00:00-05:00	10.0	1.0	0.0	29.08	0.61	partly-cloudy-day	
2017-12-03 09:15:00-05:00	10.0	1.0	2.5e-05	29.11	0.565	partly-cloudy-day	rain
2017-12-03 09:30:00-05:00	10.0	1.0	5e-05	29.14	0.52	partly-cloudy-day	rain
2017-12-03 09:45:00-05:00	10.0	1.0	7.5e-05	29.17	0.475	partly-cloudy-day	rain
2017-12-03 10:00:00-05:00	10.0	1.0	0.0001	29.2	0.43	partly-cloudy-day	rain
2017-12-03 10:15:00-05:00	10.0	1.0	7.5e-05	29.3525	0.4125	partly-cloudy-day	rain
2017-12-03 10:30:00-05:00	10.0	1.0	5e-05	29.505	0.395	partly-cloudy-day	rain
2017-12-03 10:45:00-05:00	10.0	1.0	2.5e-05	29.6575	0.3775	partly-cloudy-day	rain
2017-12-03 11:00:00-05:00	10.0	1.0	0.0	29.81	0.36	partly-cloudy-day	
2017-12-03 11:15:00-05:00	10.0	1.0	0.0	30.0425	0.3525	partly-cloudy-day	
2017-12-03 11:30:00-05:00	10.0	1.0	0.0	30.275	0.345	partly-cloudy-day	
2017-12-03 11:45:00-05:00	10.0	1.0	0.0	30.5075	0.3375	partly-cloudy-day	
2017-12-03 12:00:00-05:00	10.0	1.0	0.0	30.74	0.33	partly-cloudy-day	
2017-12-03 12:15:00-05:00	10.0	1.0	0.0	30.89	0.3225	partly-cloudy-day	
2017-12-03 12:30:00-05:00	10.0	1.0	0.0	31.04	0.315	partly-cloudy-day	
2017-12-03 12:45:00-05:00	10.0	1.0	0.0	31.19	0.3075	partly-cloudy-day	
2017-12-03 13:00:00-05:00	10.0	1.0	0.0	31.34	0.3	partly-cloudy-day	
2017-12-03 13:15:00-05:00	10.0	1.0	0.0	31.3475	0.2875	partly-cloudy-day	
2017-12-03 13:30:00-05:00	10.0	1.0	0.0	31.355	0.275	partly-cloudy-day	
2017-12-03 13:45:00-05:00	10.0	1.0	0.0	31.3625	0.2625	partly-cloudy-day	
2017-12-03 14:00:00-05:00	10.0	1.0	0.0	31.37	0.25	partly-cloudy-day	
2017-12-03 14:15:00-05:00	10.0	1.0	0.0	31.3125	0.2325	partly-cloudy-day	
2017-12-03 14:30:00-05:00	10.0	1.0	0.0	31.255	0.215	partly-cloudy-day	
2017-12-03 14:45:00-05:00	10.0	1.0	0.0	31.1975	0.1975	partly-cloudy-day	
2017-12-03 15:00:00-05:00	10.0	1.0	0.0	31.14	0.18	clear-day	
2017-12-03 15:15:00-05:00	10.0	0.75	0.0	31.095	0.1675	clear-day	
2017-12-03 15:30:00-05:00	10.0	0.5	0.0	31.05	0.155	clear-day	
2017-12-03 15:45:00-05:00	10.0	0.25	0.0	31.005	0.1425	clear-day	
2017-12-03 16:00:00-05:00	10.0	0.0	0.0	30.96	0.13	clear-day	
2017-12-03 16:15:00-05:00	10.0	0.0	0.0	30.98	0.1225	clear-day	
2017-12-03 16:30:00-05:00	10.0	0.0	0.0	31.0	0.115	clear-day	
2017-12-03 16:45:00-05:00	10.0	0.0	0.0	31.02	0.1075	clear-day	
2017-12-03 17:00:00-05:00	10.0	0.0	0.0	31.04	0.1	clear-night	
2017-12-03 17:15:00-05:00	10.0	0.0	0.0	31.07	0.095	clear-night	
2017-12-03 17:30:00-05:00	10.0	0.0	0.0	31.1	0.09	clear-night	
2017-12-03 17:45:00-05:00	10.0	0.0	0.0	31.13	0.085	clear-night	
2017-12-03 18:00:00-05:00	10.0	0.0	0.0	31.16	0.08	clear-night	
2017-12-03 18:15:00-05:00	10.0	0.0	0.0	31.135	0.075	clear-night	
2017-12-03 18:30:00-05:00	10.0	0.0	0.0	31.11	0.07	clear-night	
2017-12-03 18:45:00-05:00	10.0	0.0	0.0	31.085	0.065	clear-night	
2017-12-03 19:00:00-05:00	10.0	0.0	0.0	31.06	0.06	clear-night	
2017-12-03 19:15:00-05:00	10.0	0.0	0.0	30.885	0.055	clear-night	
2017-12-03 19:30:00-05:00	10.0	0.0	0.0	30.71	0.05	clear-night	
2017-12-03 19:45:00-05:00	10.0	0.0	0.0	30.535	0.045	clear-night	
2017-12-03 20:00:00-05:00	10.0	0.0	0.0	30.36	0.04	clear-night	
2017-12-03 20:15:00-05:00	10.0	0.0	0.0	30.125	0.035	clear-night	
2017-12-03 20:30:00-05:00	10.0	0.0	0.0	29.89	0.03	clear-night	
2017-12-03 20:45:00-05:00	10.0	0.0	0.0	29.655	0.025	clear-night	
2017-12-03 21:00:00-05:00	10.0	0.0	0.0	29.42	0.02	clear-night	
